  -1.842068E+001   7.567047E-028
  -1.841700E+001   2.270265E-027
  -1.841331E+001   3.783826E-027
  -1.840963E+001   5.297387E-027
  -1.840594E+001   6.810948E-027
  -1.840226E+001   8.324508E-027
  -1.839857E+001   9.838069E-027
  -1.839489E+001   1.135163E-026
  -1.839120E+001   1.286519E-026
  -1.838752E+001   1.437875E-026
  -1.838383E+001   1.589231E-026
  -1.838015E+001   1.740587E-026
  -1.837646E+001   1.891943E-026
  -1.837278E+001   2.043299E-026
  -1.836909E+001   2.194655E-026
  -1.836541E+001   2.346012E-026
  -1.836172E+001   2.497368E-026
  -1.835804E+001   2.648724E-026
  -1.835435E+001   2.800080E-026
  -1.835067E+001   2.951436E-026
  -1.834698E+001   3.102792E-026
  -1.834330E+001   3.254148E-026
  -1.833961E+001   3.405504E-026
  -1.833593E+001   3.556860E-026
  -1.833224E+001   3.708216E-026
  -1.832856E+001   3.859572E-026
  -1.832487E+001   4.010928E-026
  -1.832119E+001   4.162284E-026
  -1.831750E+001   4.313640E-026
  -1.831382E+001   4.464997E-026
  -1.831013E+001   4.616353E-026
  -1.830645E+001   4.767709E-026
  -1.830276E+001   4.919065E-026
  -1.829908E+001   5.070421E-026
  -1.829540E+001   5.221777E-026
  -1.829171E+001   5.373133E-026
  -1.828803E+001   5.524489E-026
  -1.828434E+001   5.675845E-026
  -1.828066E+001   5.827201E-026
  -1.827697E+001   5.978557E-026
  -1.827329E+001   6.129913E-026
  -1.826960E+001   6.281269E-026
  -1.826592E+001   6.432625E-026
  -1.826223E+001   6.583982E-026
  -1.825855E+001   6.735338E-026
  -1.825486E+001   6.886694E-026
  -1.825118E+001   7.038050E-026
  -1.824749E+001   7.189406E-026
  -1.824381E+001   7.340762E-026
  -1.824012E+001   7.492118E-026
  -1.823644E+001   7.643474E-026
  -1.823275E+001   7.794830E-026
  -1.822907E+001   7.946186E-026
  -1.822538E+001   8.097542E-026
  -1.822170E+001   8.248898E-026
  -1.821801E+001   8.400254E-026
  -1.821433E+001   8.551610E-026
  -1.821064E+001   8.702967E-026
  -1.820696E+001   8.854323E-026
  -1.820327E+001   9.005679E-026
  -1.819959E+001   9.157035E-026
  -1.819590E+001   9.308391E-026
  -1.819222E+001   9.459747E-026
  -1.818853E+001   9.611103E-026
  -1.818485E+001   9.762459E-026
  -1.818116E+001   9.913815E-026
  -1.817748E+001   1.006517E-025
  -1.817379E+001   1.021653E-025
  -1.817011E+001   1.036788E-025
  -1.816642E+001   1.051924E-025
  -1.816274E+001   1.067060E-025
  -1.815905E+001   1.082195E-025
  -1.815537E+001   1.097331E-025
  -1.815169E+001   1.112466E-025
  -1.814800E+001   1.127602E-025
  -1.814432E+001   1.142738E-025
  -1.814063E+001   1.157873E-025
  -1.813695E+001   1.173009E-025
  -1.813326E+001   1.188144E-025
  -1.812958E+001   1.203280E-025
  -1.812589E+001   1.218416E-025
  -1.812221E+001   1.233551E-025
  -1.811852E+001   1.248687E-025
  -1.811484E+001   1.263822E-025
  -1.811115E+001   1.278958E-025
  -1.810747E+001   1.294094E-025
  -1.810378E+001   1.309229E-025
  -1.810010E+001   1.324365E-025
  -1.809641E+001   1.339500E-025
  -1.809273E+001   1.354636E-025
  -1.808904E+001   1.369772E-025
  -1.808536E+001   1.384907E-025
  -1.808167E+001   1.400043E-025
  -1.807799E+001   1.415179E-025
  -1.807430E+001   1.430314E-025
  -1.807062E+001   1.445450E-025
  -1.806693E+001   1.460585E-025
  -1.806325E+001   1.475721E-025
  -1.805956E+001   1.490857E-025
  -1.805588E+001   1.505992E-025
  -1.805219E+001   1.521128E-025
  -1.804851E+001   1.536263E-025
  -1.804482E+001   1.551399E-025
  -1.804114E+001   1.566535E-025
  -1.803745E+001   1.581670E-025
  -1.803377E+001   1.596806E-025
  -1.803008E+001   1.611941E-025
  -1.802640E+001   1.627077E-025
  -1.802271E+001   1.642213E-025
  -1.801903E+001   1.657348E-025
  -1.801534E+001   1.672484E-025
  -1.801166E+001   1.687619E-025
  -1.800797E+001   1.702755E-025
  -1.800429E+001   1.717891E-025
  -1.800061E+001   1.733026E-025
  -1.799692E+001   1.748162E-025
  -1.799324E+001   1.763297E-025
  -1.798955E+001   1.778433E-025
  -1.798587E+001   1.793569E-025
  -1.798218E+001   1.808704E-025
  -1.797850E+001   1.823840E-025
  -1.797481E+001   1.838976E-025
  -1.797113E+001   1.854111E-025
  -1.796744E+001   1.869247E-025
  -1.796376E+001   1.884382E-025
  -1.796007E+001   1.899518E-025
  -1.795639E+001   1.914654E-025
  -1.795270E+001   1.929789E-025
  -1.794902E+001   1.944925E-025
  -1.794533E+001   1.960060E-025
  -1.794165E+001   1.975196E-025
  -1.793796E+001   1.990332E-025
  -1.793428E+001   2.005467E-025
  -1.793059E+001   2.020603E-025
  -1.792691E+001   2.035738E-025
  -1.792322E+001   2.050874E-025
  -1.791954E+001   2.066010E-025
  -1.791585E+001   2.081145E-025
  -1.791217E+001   2.096281E-025
